speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert,party,question_clean,qud_answer_fit,qud_question_fit
Donald Trump,"So you did that and they called you a super predator and I'm letting people out of jail now that you have treated the African- American population, community, you have treated the black community about as bad as anybody in this country. You did the - - and that's why if you look at the polls, I'm doing better than any Republican has done in a long time because they saw what you did. You call them super predators and you've called them worse than that because you look back at your testimony over the years, you've called them a lot worse than that. As far as the church is concerned and as far as the generals are concerned, we just got the support of 250 military leaders and generals, total support. Law enforcement, almost every law enforcement group in the United States. I have Florida, I have Texas, I have Ohio, I have everybody. Excuse me, Portland, the sheriff just came out today and he said I support President Trump. I don't think you have any law enforcement. You can't even say the word law enforcement because if you say those words, you're going to lose all of your radical left supporters. And why aren't you saying those words, Joe? Why don't you say the words law enforcement? Because you know what, if they called us in Portland, we would put out that fire in half an hour but they won't do it because they're run by radical left Democrats. If you look at Chicago, if you look at every place you want to look, Seattle. They heard we were coming in the following day and they put up their hands and we got back Seattle. Minneapolis, we got it back, Joe, because we believe in law and order but you don't. The top ten cities and just about the top 40 cities are run by Democrats and in many cases, radical left, and they've got you wrapped around their finger, Joe, to the point where you don't want to say anything about law and order. I tell you what, the people of this country want and demand law and order and you're afraid to even say it. ",Pres,2020,2020-09-29,1,What is the impact of the Democratic Party's approach to law enforcement on public safety and perceptions of crime in major cities?,My question for the two of you is why should voters trust you rather than your opponent to deal with the race issues facing this country over the next four years?,0.8670647144,0.9206342697,0.8046583533,0.2623572946,Republican,Why should voters trust you rather than your opponent to deal with the race issues facing this country?,3,3
Chris Wallace,"All right, I'm going to return to the question of race. Vice President Biden, after the grand jury and the Breonna Taylor case decided not to charge any of the police with homicide, you said it raises the question, quote "" whether justice could be equally applied in America. "" do you believe that there is a separate but unequal system of justice for blacks in this country? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Yes, there is. There is a systemic injustice in this country; in education, and work and - - and - - and in law enforcement and the way in which it's enforced. But look, the vast majority of police officers are good, decent, honorable men and women. The risk their lives every day to take care of us, but there are some bad apples and when they occur, when they find them, they have to be sorted out. They have to be held accountable. They have to be held accountable. And what I'm going to do as president of the United States is call a - - together an entire group of people at the White House, everything from the civil rights groups to the police officers, the police chiefs and we're going to work this out. We're going to work this out so we change the way in which we have more transparency and when these things happen. These cops aren't happy to see what happened to- - to - - to George Floyd. These cops aren't happy to see what happened to Breonna Taylor. Most don't like it, but we have to have a system where people are held accountable. And by the way, violence and response is never appropriate. Never appropriate. Peaceful protest is. Violence is never appropriate. ",Pres,2020,2020-09-29,1,What actions will be taken to address systemic injustice and ensure accountability in law enforcement?,"All right, I'm going to return to the question of race. Vice President Biden, after the grand jury and the Breonna Taylor case decided not to charge any of the police with homicide, you said it raises the question, quote "" whether justice could be equally applied in America. "" do you believe that there is a separate but unequal system of justice for blacks in this country? ",0.8532028198,0.9084547758,0.7720970511,0.3798146248,Democratic,Do you believe that there is a separate but unequal system of justice for blacks in this country?,3,3
Donald Trump,What is peaceful protest? When they run through the middle of the town,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,President Trump?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,and burn down your stores,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"President Trump, I ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,and kill people all over the place?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That is not peaceful protest,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"President Trump, I'm not asking ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,But you say it is.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"President Trump, I'd like to continue to the issue of race and I promise we will get to the issue of law and order in a moment. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Please. All right.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"This month, your administration directed federal agencies to end racial sensitivity training that addresses white privilege or critical race theory. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Chris Wallace,"Why did you decide to do that, to end racial sensitivity training? And do you believe that there is systemic racism in this country, sir? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"I ended it because it's racist. I ended it because a lot of people were complaining that they were asked to do things that were absolutely insane, that it was a radical revolution that was taking place in our military, in our schools, all over the place. And you know it and so does everybody else. ",Pres,2020,2020-09-29,1,Why did you decide to end the program?,"This month, your administration directed federal agencies to end racial sensitivity training that addresses white privilege or critical race theory. Why did you decide to do that, to end racial sensitivity training? And do you believe that there is systemic racism in this country, sir? ",0.9581456184,0.9477665424,0.8691324592,0.5819327831,Republican,Why did you decide to end racial sensitivity training?,3,3
Chris Wallace,What is radical,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,And he would know,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Donald Trump,totally racist.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"What is radical about racial sensitivity training, sir? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"If you were a certain person, you had no status in life. It was, sort of, a reversal. And if you look at the people, we were paying people hundreds of thousands of dollars to teach very bad ideas and, frankly, very sick ideas. And, really, they were teaching people to hate our country. And I'm not going to do that. I'm not going to allow that to happen. We have to go back to the core values of this country. They were teaching people that our country is a horrible place; it's a racist place. And they were teaching people to hate our country. And I'm ",Pres,2020,2020-09-29,1,What actions will be taken to address the teaching of negative views about the United States in educational institutions?,"What is radical about racial sensitivity training, sir? ",0.9441532493,0.9078195095,0.7785789967,0.3581999242,Republican,What is radical about racial sensitivity training?,1,3
Joe Biden,No one,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,not going to allow that to happen.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,Vice President Biden?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,Nobody's doing that. He's just - - he's the racist.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Oh, you - - you just don't ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Here's the deal.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,know.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,I know a lot more about this than you.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,You don't know this.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,Let him finish.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"The fact is that there is racial insensitivity. People have to be made aware of what other people feel like, what - - what insults them, what is demeaning to them. It's important that people know. They don't want to - - many people don't want to hurt other people's feelings. But it's - - it makes a big difference. It makes a gigantic difference in the way a child is able to grow up and have a sense of self- esteem. It's a little bit like how this guy and his friends looked down on so many people. They looked down their nose on people like Irish Catholics like me who grew up in Scranton. They looked down on people who don't have money. They looked down on people who are of a different faith. They looked down on people who are a different color. In fact, we're all Americans. The only way we're going to bring this country together is bring everybody together. There's nothing we cannot do if we do it together. We can take this on and we can defeat racism in America. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Vice President - - I mean, President Trump, sir? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"During the Obama- Biden administration, there was tremendous division. There was hatred. You look at Ferguson. You look at - - you go to very - - many places. Look at Oakland. Look what happened in Oakland. Look what happened in Baltimore. Look what happened - - frankly, it was more violent than what I'm even seeing now. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"Oh, my Lord. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,But the reason,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,This is ridiculous,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,is that the Democrats that run the cities,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,absolutely ridiculous.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"  don't want to talk, like you, about law and order. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Violent crime - - violent crime,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,And you still haven't mentioned - - are you in favor of law and order?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"I am in favor of law, you following it, and ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Are you in favor of law and order,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,You asked a question. Let him finish.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,Law and order,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,Let him,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Law and order with justice, where people get treated fairly. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,ok.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"And the fact of the matter is violent crime went down 17 percent, 15 percent, in our administration. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,All right.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,It's gone up on his watch.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,It went down much more in ours.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,He had - - he,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Joe Biden,the United States of America.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,Mr. President,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,every record in the book.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Mr. President, you're going to be very happy because ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Excuse me,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,we're now going to talk about law and order.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,The places we had trouble were Democratic- run cities.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,That's exactly my question.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Chris Wallace,"There has been a dramatic increase in homicides in America this summer particularly. And you often blame that on Democratic mayors and Democratic governors. But in fact, there have been equivalent spikes in Republican- led cities like Tulsa and Fort Worth. So the question is, is this really a party issue? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"I think it's a party issue. You can bring in a couple of examples, but if you look at Chicago, what's going on in Chicago, where 53 people were shot and eight died - - shot; if you look at New York, where it's going up like nobody has ever seen anything. The numbers are going up 100 percent, 150 percent, 200 percent, crime. ",Pres,2020,2020-09-29,1,What is the current trend in crime rates in major cities like Chicago and New York?,"There has been a dramatic increase in homicides in America this summer particularly. And you often blame that on Democratic mayors and Democratic governors. But in fact, there have been equivalent spikes in Republican- led cities like Tulsa and Fort Worth. So the question is, is this really a party issue? ",0.9071134329,0.9133505821,0.8089119196,0.5067187548,Republican,Is this really a party issue regarding the increase in homicides?,2,2
Joe Biden,Republican cities,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"It is crazy what's going on. And he doesn't want to say law and order because he can't, because he'll lose his radical Left supporters, and once he does that, it's over with. But if he ever got to run this country and they ran it the way he would want to run it, we would have ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,No way.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Our suburbs would be gone.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Suburbs?,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Our suburbs would be gone. And you would see problems like you've never seen.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,He wouldn't know a suburb unless he took a wrong turn.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Oh, I know suburbs. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,He would not - - I was raised,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,Go ahead - - wait a minute,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,I was raised in the suburbs. This is not 1950. All these dog whistles and racism don't work anymore. Suburbs are by and large integrated. There are as many people today driving their kids to soccer practice and/or to - - black and white and Hispanic in the same car as there have been at any time in the past. What's - - what really is a threat to the suburbs and their safety is his failure to deal with COVID - - they're dying in the suburbs; his failure to deal with the environment. They're being flooded. They're being burned out because his refusal to do anything. That's why the suburbs are in trouble.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"I do want to talk about this issue of law and order, though. And in the joint recommendation that came from the Biden- Bernie Sanders task force, you talked about, quote, "" re- imagining policing. "" First of all, what does reimagining policing mean? And do you support - - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,It means - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Let me, if I might finish the question. What does reimagining policing mean and do you support the Black Lives Matter call for community control of policing? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Look, what I support is the police having the opportunity to deal with the problems they face. And I'm - - I'm totally opposed to defunding the police offices. As a matter of fact, police - - the local police, the only one defunding in his budget calls for a $400 million cut in local law enforcement assistance. They need more assistance. They need, when they show up for a 911 call, to have someone with them as a psychologist or a psychiatrist to keep them from having to use force and be able to talk people down. We have to have community policing like we had before, where the officers get to know the people in the communities. That's when crime went down. It didn't go up, it went down. And so, we have to be engaged - - ",Pres,2020,2020-09-29,1,What approaches should be taken to support local police and enhance community policing efforts?,"I do want to talk about this issue of law and order, though. And in the joint recommendation that came from the Biden- Bernie Sanders task force, you talked about, quote, "" re- imagining policing. "" What does reimagining policing mean and do you support the Black Lives Matter call for community control of policing? ",0.8614931107,0.9178967476,0.7861116529,0.5629000068,Democratic,What does reimagining policing mean and do you support the Black Lives Matter call for community control of policing?,3,3
Donald Trump,"That's not what they're talking about, Chris. That's not what - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That's what - - that's exactly - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,He's talking about defunding the police.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That - - that is not true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,He doesn't have any law support - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Would  you - - look - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"He has no law enforcement support, almost nothing. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That's not - - look - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Oh really? Why do you have? Name one group that supports you. Name one group that came out and supported you.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Look - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Go ahead - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Look - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,- - think. We have time.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,We don't have time to do anything except - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"No, no, think about it. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,All right - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"All right, folks - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Name one law enforcement group - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Folks - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"- - that came out and supported you, Joe. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"I think - - I think - - gentlemen, I think I'm going to - - I'm going to take back the moderator's role - - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,There aren't - - I don't think there are any.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"- - and I want - - and I want to get to another subject, which is the issue of protests in many cities that have turned violent. In Portland, Oregon, especially, we had more than 100 straight days of protests - - which I think you would agree, you talk about peaceful protests - - many of those turned into riots. Mr. Vice President, you say that people who commit crimes should be held accountable. The question I have though is, as the Democratic nominee - - and earlier tonight you said that you are the Democratic Party night now - - have you ever called the Democratic mayor of Portland or the Democratic governor of Oregon and said, hey, you've got to stop this. Bring in the National Guard, do whatever it takes. But you'd stop the days and months of violence in Portland. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,I don't hold public office now. I am a former vice president. I've made it clear. I've made it clear in my public statements that the violence should be prosecuted. It should be prosecuted and anyone who commits it should be prosecuted - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,But you've never called for the people - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,He's not about  that - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"- - the leader - - excuse me, sir. You have never called for the leaders in Portland and in Oregon to call and bring in the National Guard and knock off 100 days of riots? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Because they can, in fact, take care of it if he'd just stay out of the way - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Oh - - oh really?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"Look, here - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Oh really?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Here's the thing - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Well, sir - - but I asked him a question - - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,I sent in the U. S. Marshals to get the killer of the young man in the middle of the street. They shot him. And for three days - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,President Trump - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,- - Portland wouldn't do anything.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,- - I have to interrupt - - President Trump - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"I had to send in the U. S. Marshals, they took care of business. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Go ahead, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"And - - and by the way, his own former spokesperson said riots and chaos and violence help his cause. That's what this is all about. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,I don't know who said that.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,I do.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Who? Who?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,I think Kellyanne Conway.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,I don't think she said that.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,She said that.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,I don't - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,And so here's the - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,All right.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Well, here's the point. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Go ahead, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"The point is that's why just keeps trying to rile everything up. He doesn't want to calm things down. Instead of going in and talking to people and saying let's get everybody together, figure out how to deal with this, what's he do, he just pours gasoline in the fire constantly every single solitary time - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"ok. And - - and to end this - - button up this segment, I'm going to give you a minute to answer, sir. You have repeatedly criticized - - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Well, wait a minute. I have to answer his statement - - his statement - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,You have repeatedly - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Wait, just one second. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"You have - - no, you've been talking back and forth. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,He made a statement.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,I'm asking you - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,I would love to end it.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"You know, sir - - you know, if you want to switch seats we could - - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,We could very quickly - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,- - we could do that. But I'm - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Send in the National Guard, it would be over. There'd be no problem. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"ok, good. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,But they don't want to accept the National Guard.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,You have repeatedly criticized the vice president for not specifically calling out Antifa and other left- wing extremist groups - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,That's right.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,But are you willing tonight to condemn white supremacists and militia groups - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Sure.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"- - and to say that they need to stand down and not add to the violence in a number of these cities, as we saw in Kenosha and as we've seen in Portland? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Sure, I'm willing to do that but - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,Are you prepared to specifically - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,Then do it.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Well, go ahead, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"I would say - - I would say almost everything I see is from the left wing, not from the right wing. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,So what are you - - what are you - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,If you look - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,What are you saying?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,I'm - - I'm willing to do anything. I want to see peace.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Well, then do it, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,Say it. Do it. Say it.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Do you want to call them - - what do you want to call them? Give me a name. Give me a name, go ahead. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,White supremacists and - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,White supremacists - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Well, who would like me condemn? ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,White supremacists  and right  - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Who?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,- - militia.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Proud Boys, stand back and stand by. But I'll tell you what - - I'll tell you what, somebody's got to do something about Antifa and the left because this is not a right- wing problem. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,His own - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,This is a left wing - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,His own - his own FBI Director said (inaudible) -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,- - a left- wing - this is a left- wing problem.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,- - threat (inaudible) White Supremacist.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Go ahead. Go ahead, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"ANTIFA'S an idea, not an organization. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Oh, you got to be kidding me. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Not malicious.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Oh really?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That's what his FBI -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,ok.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,- - his FBI Director said.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Gentlemen, we're going to - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Well then, you know what? He's wrong. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"No, no. We're done. We're done, sir. We're moving on to the next - we're moving - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,Everybody (inaudible) advice in your administration -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"When a bat hits you over the head , that's not an idea. ANTIFA is bad. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Everybody in your administration tells you the truth is a bad idea.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Can I tell you what?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,You have no ideas that are -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"ANTIFA is a dangerous, radical group. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"All right, gentlemen, we're not moving onto the Trump and Biden records. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,- - and you ought to be careful with them. They'll overthrow you in a few seconds .,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"When a president - I'm going to ask a question. When the president seeks a second term, it is generally a referendum on his record, but Vice President Biden, you like to quote one of your dad's sayings, which is don't compare me to the almighty. Compare me to the alternative. And in this case, sir, you are the alternative. Looking at both of your records, I'm going to ask each of you why should voters elect you president over your opponent? In this segment, President Trump, you go first. Two minutes. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
