speaker,text,type,election_year,date,candidate
Jim Lehrer,"Just for this one- minute discussion here, just for whatever seconds it takes; So its correct to say, that if somebody is listening to this, that both of you agree, if youre reelected, Mr. President, and if you are elected, the single most serious threat you believe, both of you believe, is nuclear proliferation?",Pres,2004.0,2004-09-30,0.0
George W. Bush,In the hands of a terrorist enemy.,Pres,2004.0,2004-09-30,1.0
John Kerry,"Weapons of mass destruction, nuclear proliferation. But again, the test or the difference between us, the president has had four years to try to do something about it, and North Korea has got more weapons; Iran is moving towards weapons. And at his pace, it will take 13 years to secure those weapons in Russia. Im going to do it in four years, and Im going to immediately set out to have bilateral talks with North Korea.",Pres,2004.0,2004-09-30,1.0
Jim Lehrer,Your response to that?,Pres,2004.0,2004-09-30,0.0
George W. Bush,"Again, I cant tell you how big a mistake I think that is, to have bilateral talks with North Korea. Its precisely what Kim Jong Il wants. It will cause the six- party talks to evaporate. It will mean that China no longer is involved in convincing, along with us, for Kim Jong Il to get rid of his weapons. Its a big mistake to do that. We must have Chinas leverage on Kim Jong Il, besides ourselves. And if you enter bilateral talks, theyll be happy to walk away from the table. I dont think thatll work.",Pres,2004.0,2004-09-30,1.0
Jim Lehrer,"All right. Mr. President, this is the last question. And two minutes. Its a new subject — new question, and it has to do with President Putin and Russia. Did you misjudge him or are you — do you feel that what he is doing in the name of antiterrorism by changing some democratic processes is ok?",Pres,2004.0,2004-09-30,0.0
George W. Bush,"No, I dont think its ok, and said so publicly. I think that there needs to be checks and balances in a democracy, and made that very clear that by consolidating power in the central government, hes sending a signal to the Western world and United States that perhaps he doesnt believe in checks and balances, and I told him that. I mean, hes also a strong ally in the war on terror. He is — listen, they went through a horrible situation in Beslan, where these terrorists gunned down young school kids. Thats the nature of the enemy, by the way. Thats why we need to be firm and resolved in bringing them to justice. Thats precisely what Vladimir Putin understands, as well. Ive got a good relation with Vladimir. And its important that we do have a good relation, because that enables me to better comment to him, and to better to discuss with him, some of the decisions he makes. I found that, in this world, that its important to establish good personal relationships with people so that when you have disagreements, youre able to disagree in a way that is effective. And so Ive told him my opinion. I look forward to discussing it more with him, as time goes on. Russia is a country in transition. Vladimir is going to have to make some hard choices. And I think its very important for the American president, as well as other Western leaders, to remind him of the great benefits of democracy, that democracy will best help the people realize their hopes and aspirations and dreams. And I will continue working with him over the next four years.",Pres,2004.0,2004-09-30,1.0
Jim Lehrer,"Ninety seconds, Senator Kerry.",Pres,2004.0,2004-09-30,0.0
John Kerry,"Well, let me just say quickly that Ive had an extraordinary experience of watching up close and personal that transition in Russia, because I was there right after the transformation. And I was probably one of the first senators, along with Senator Bob Smith of New Hampshire, a former senator, to go down into the KGB underneath Treblinka Square and see reams of files with names in them. It sort of brought home the transition to democracy that Russia was trying to make. I regret whats happened in these past months. And I think it goes beyond just the response to terror. Mr. Putin now controls all the television stations. His political opposition is being put in jail. And I think its very important to the United States, obviously, to have a working relationship that is good. This is a very important country to us. We want a partnership. But we always have to stand up for democracy. As George Will said the other day, “Freedom on the march; not in Russia right now. ” Now, Id like to come back for a quick moment, if I can, to that issue about China and the talks. Because thats one of the most critical issues here; North Korea. Just because the president says it cant be done, that youd lose China, doesnt mean it cant be done. I mean, this is the president who said “There were weapons of mass destruction, ” said “Mission accomplished, ” said we could fight the war on the cheap — none of which were true. We could have bilateral talks with Kim Jong Il. And we can get those weapons at the same time as we get China. Because China has an interest in the outcome, too.",Pres,2004.0,2004-09-30,1.0
Jim Lehrer,"Thirty seconds, Mr. President.",Pres,2004.0,2004-09-30,0.0
George W. Bush,You know my opinion on North Korea. I cant say it any more plainly.,Pres,2004.0,2004-09-30,1.0
Jim Lehrer,"Well, but when he used the word “truth” again…",Pres,2004.0,2004-09-30,0.0
George W. Bush,Pardon me?,Pres,2004.0,2004-09-30,1.0
Jim Lehrer,… talking about the truth of the matter. He used the word “truth” again. Did that raise any hackles with you?,Pres,2004.0,2004-09-30,0.0
George W. Bush,"Oh, Im a pretty calm guy. I dont take it personally.",Pres,2004.0,2004-09-30,1.0
Jim Lehrer,ok. All right.,Pres,2004.0,2004-09-30,0.0
George W. Bush,"You know, we looked at the same intelligence and came to the same conclusion; that Saddam Hussein was a grave threat. And I dont hold it against him that he said grave threat. Im not going to go around the country saying he didnt tell the truth, when he looked at the same intelligence I did.",Pres,2004.0,2004-09-30,1.0
John Kerry,"It was a threat. Thats not the issue. The issue is what you do about it. The president said he was going to build a true coalition, exhaust the remedies of the U. N. and go to war as a last resort. Those words really have to mean something. And, unfortunately, he didnt go to war as a last resort. Now we have this incredible mess in Iraq — $200 billion. Its not what the American people thought they were getting when they voted.",Pres,2004.0,2004-09-30,1.0
Jim Lehrer,"All right, that brings us to closing statements. And, again, as determined by a coin toss, Senator Kerry, you go first, and you have two minutes.",Pres,2004.0,2004-09-30,0.0
John Kerry,"Thank you, Jim, very much. Thank you very much to the university, again. Thank you, Mr. President. My fellow Americans, as Ive said at the very beginning of this debate, both President Bush and I love this country very much. Theres no doubt, I think, about that. But we have a different set of convictions about how we make our country stronger here at home and respected again in the world. I know that for many of you sitting at home, parents of kids in Iraq, you want to know whos the person who could be a commander in chief who could get your kids home and get the job done and win the peace. And for all the rest of the parents in America who are wondering about their kids going to the school or anywhere else in the world, what kind of world theyre going to grow up in, let me look you in the eye and say to you; I defended this country as a young man in war, and I will defend it as president of the United States. But I have a difference with this president. I believe when were strongest when we reach out and lead the world and build strong alliances. I have a plan for Iraq. I believe we can be successful. Im not talking about leaving. Im talking about winning. And we need a fresh start, a new credibility, a president who can bring allies to our side. I also have a plan to win the war on terror, funding homeland security, strengthening our military, cutting our finances, reaching out to the world, again building strong alliances. I believe Americas best days are ahead of us because I believe that the future belongs to freedom, not to fear. Thats the country that Im going to fight for. And I ask you to give me the opportunity to make you proud. I ask you to give me the opportunity to lead this great nation, so that we can be stronger here at home, respected again in the world, and have responsible leadership that we deserve. Thank you. And God bless America.",Pres,2004.0,2004-09-30,1.0
Jim Lehrer,"Mr. President, two minutes.",Pres,2004.0,2004-09-30,0.0
George W. Bush,"Thank you very much tonight, Jim. Senator. If America shows uncertainty or weakness in this decade, the world will drift toward tragedy. Thats not going to happen, so long as Im your president. The next four years we will continue to strengthen our homeland defenses. We will strengthen our intelligence- gathering services. We will reform our military. The military will be an all- volunteer army. We will continue to stay on the offense. We will fight the terrorists around the world so we do not have to face them here at home. Well continue to build our alliances. Ill never turn over Americas national security needs to leaders of other countries, as we continue to build those alliances. And well continue to spread freedom. I believe in the transformational power of liberty. I believe that the free Iraq is in this nations interests. I believe a free Afghanistan is in this nations interest. And I believe both a free Afghanistan and a free Iraq will serve as a powerful example for millions who plead in silence for liberty in the broader Middle East. Weve done a lot of hard work together over the last three and a half years. Weve been challenged, and weve risen to those challenges. Weve climbed the mighty mountain. I see the valley below, and its a valley of peace. By being steadfast and resolute and strong, by keeping our word, by supporting our troops, we can achieve the peace we all want. I appreciate your listening tonight. I ask for your vote. And may God continue to bless our great land.",Pres,2004.0,2004-09-30,1.0
Jim Lehrer,"And that ends tonights debate. A reminder, the second presidential debate will be a week from tomorrow, October 8th, from Washington University in St. Louis. Charles Gibson of ABC News will moderate a town hall- type event. Then, on October 13th, from Arizona State University in Tempe, Bob Schieffer of CBS News will moderate an exchange on domestic policy that will be similar in format to tonights. Also, this coming Tuesday, at Case Western Reserve University in Cleveland, the vice presidential candidates, Vice President Cheney and Senator Edwards, will debate with my PBS colleague, Gwen Ifill, moderating. For now, thank you, Senator Kerry, President Bush. From Coral Gables, Florida, Im Jim Lehrer. Thank you and good night. (APPLAUSE) ",Pres,2004.0,2004-09-30,0.0
Chris Wallace,"Good evening. From the Health Education Campus of Case Western Reserve University and the Cleveland Clinic I'm Chris Wallace of Fox News and I welcome you to the first of the 2020 presidential debates between President Donald J. Trump and former Vice President Joe Biden. This debate is sponsored by the Commission on Presidential Debates. The commission has designed the format, six roughly 15- minute segments with two- minute answers from each candidate to the first question, then open discussion for the rest of each segment. Both campaigns have agreed to these rules. For the record, I decided the topics and the questions in each topic. I can assure you none of the questions has been shared with the commission or the two candidates. This debate is being conducted under health and safety protocols designed by the Cleveland Clinic, which is serving as the health security adviser to the commission for all four debates. As a precaution, both campaigns have agreed the candidates will not shake hands at the beginning of tonight's debate. The audience here in the hall has promised to remain silent. No cheers, no boos, or other interruptions so we, and more importantly you, can focus on what the candidates have to say. No noise, except right now as we welcome the Republican nominee, President Trump, and the Democratic nominee, Vice President Biden. ",Pres,2020.0,2020-09-29,0.0
Joe Biden,"How are you doing, man? ",Pres,2020.0,2020-09-29,1.0
Donald Trump,How are you doing ? ,Pres,2020.0,2020-09-29,1.0
Joe Biden,I'm well. ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,"Gentlemen, a lot of people have been waiting for this night. So let's get going. Our first subject is the Supreme Court. President Trump, you nominated Amy Coney Barrett over the weekend to succeed the late Ruth Bader Ginsburg on the court. You say the Constitution is clear about your obligation and the Senate's to consider a nominee to the court. Vice President Biden, you say that this is an effort by the president and Republicans to jam through an appointment and what you call an abuse of power. My first question to both of you tonight, why are you right and make the argument you make, and your opponent wrong? And where do you think a Justice Barrett would take the court? President Trump, on the first segment you go first. Two minutes. ",Pres,2020.0,2020-09-29,0.0
Donald Trump,"Thank you very much, Chris. I will tell you very simply we won the election. Elections have consequences. We have the Senate, we have the White House and we have a phenomenal nominee respected by all; top, top academic. Good in every way. Good in every way. In fact, some of her biggest endorsers are very liberal people from Notre Dame and other places. So I think she's going to be fantastic. We have plenty of time. Even if we did it after the election itself, I have a lot of time after the election, as you know. So I think that she will be outstanding. She's going to be as good as anybody that has served on that court. We really feel that. We have a professor at Notre Dame, highly respected by all; said she's the single greatest student he's ever had. He's been a professor for a long time at a great school. And we just - - we won the election and therefore we have the right to choose her, and very few people knowingly would say otherwise. And by the way, the Democrats, they wouldn't even think about not doing it. If they had - - the only difference is they'd try and do it faster. There's no way they would give it up. They had Merrick Garland, but the problem is they didn't have the election. So they were stopped. And probably that would happen in reverse also. Definitely it would happen in reverse. So we won the election and we have the right to do it, Chris. ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,"President Trump, thank you. Same question to you, Vice President Biden. You have two minutes. ",Pres,2020.0,2020-09-29,0.0
Joe Biden,"Well, first of all, thank you for doing this and looking forward to this, Mr. President. ",Pres,2020.0,2020-09-29,1.0
Donald Trump,"Thank you, Joe. ",Pres,2020.0,2020-09-29,1.0
Joe Biden,"I - - the American people have a right to have a say in who the Supreme Court nominee is. And that say occurs when they vote for a - - United States senators and when they vote for the president of United States. They're not going to get that chance now because we're in the middle of an election already. The election has already started. Tens of thousands of people have already voted, and so the thing that should happen is we should wait. We should wait and see what the outcome of this election is. Because that's the only way the American people get to express their view is by who they elect as president and who they elect as vice president. Now, what's at stake here is the president has made it clear he wants to get rid of the Affordable Care Act. He's been running on that, he ran on that, and he's been governing on that. He's in the Supreme Court right now trying to get rid of the Affordable Care Act, which will strip 20 million people from having insurance - - health insurance now, if it - - if they - - if it goes into court. And - - and the justice - - and I have nothing - - I'm not opposed to the justice, as she seems like a very fine person. But she's written before she went into the bench - - which is her right - - that she thinks that the Affordable Care Act is not constitutional. The other thing that's on the court - - and if it's struck down, what happens. Women's rights are fundamentally changed. Once again, a woman could be held - - pay more money because she has a pre- existing condition, a pregnancy. ",Pres,2020.0,2020-09-29,1.0
Joe Biden,"We're able - - they're able to charge women more for the same exact procedure a man did - - gets. And that ended when we, in fact, passed the Affordable Care Act. And there's 100 million people who have pre- existing conditions, and they'll be taken away as well, those pre- existing conditions; insurance companies are going to love this. And so it's just not appropriate to do this before this election. If he wins the election and the Senate is Democrat or Republican, then he goes forward. If not, we should wait until February. ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,All right . ,Pres,2020.0,2020-09-29,0.0
Donald Trump,"There aren't 100 million people with pre- existing condition. As far as say is concerned, the people already had their say. They - - ok. Justice Ginsburg said very powerfully, very strongly, at some point, 10 years ago or so, she said a president and the Senate is elected for period of time but a president is elected for four years. We're not elected for three years. I'm not elected for three years. So, we have the Senate, we have president - - ",Pres,2020.0,2020-09-29,1.0
Joe Biden,He's elected to the next election. ,Pres,2020.0,2020-09-29,1.0
Donald Trump,"- - during that period of time, during that period of time, we have an opening. I'm not elected for three years, I'm elected for four years. And 100 million people - - ",Pres,2020.0,2020-09-29,1.0
Joe Biden,The election has already started - - ,Pres,2020.0,2020-09-29,1.0
Donald Trump,"Joe, the 100 million people is totally wrong. I don't know where you got that number. The bigger problem that you have is that you're going to extinguish 180 million people with their private health care that they're very happy with. ",Pres,2020.0,2020-09-29,1.0
Joe Biden,That's simply not true. ,Pres,2020.0,2020-09-29,1.0
Donald Trump,"Well, you're simply going to socialist - - you're going to socialist - - ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,"We're now into - - gentlemen, we're now into open discussion. ",Pres,2020.0,2020-09-29,0.0
Joe Biden,Open discussion. ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,"Open discussion, yes, I agree. Go ahead, Vice President Biden. ",Pres,2020.0,2020-09-29,0.0
Joe Biden,"Number one, he knows that - - what I proposed. What I proposed is that we expand Obamacare and we increase it. We do not wipe any - - and one of the big debates we had with 23 of my colleagues trying to win back the nomination that I won, were saying that Biden wanted to allow people to have private insurance still. They can, they do, they will under my proposal. ",Pres,2020.0,2020-09-29,1.0
Donald Trump,That's not what you've said and it's not what your party has said. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,That is simply a lie. ,Pres,2020.0,2020-09-29,1.0
Donald Trump,Your party doesn't say it. Your party wants to go socialist medicine. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,My party is me. ,Pres,2020.0,2020-09-29,1.0
Donald Trump,And socialist health care. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,"Right now, I am the Democratic Party. ",Pres,2020.0,2020-09-29,1.0
Donald Trump,"And they're going to dominate you, Joe, you know that. ",Pres,2020.0,2020-09-29,1.0
Joe Biden,I am the Democratic Party right now. The platform of the Democratic Party - - ,Pres,2020.0,2020-09-29,1.0
Donald Trump,Not according to Harris. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,"- - is what I, in fact, approved of. What I approved of. Now here's the deal; the deal is that it's going to wipe out pre- existing conditions. And by the way, the 20 - - the 200 million - - the 200, 000 people that have died on his watch, they're - - how many of those and - - that have survived? Well, 7 million people have contracted COVID. What does it mean for them going forward if you strike down the Affordable Care Act? ",Pres,2020.0,2020-09-29,1.0
Donald Trump,"Joe, you've had 308, 000 military people dying because you couldn't provide them proper health care in the military. So don't tell me about this. ",Pres,2020.0,2020-09-29,1.0
Joe Biden,I'm happy to talk about this. ,Pres,2020.0,2020-09-29,1.0
Donald Trump,"And if you were here, it wouldn't be 200. It would be 2 million people because you were very late on the draw. ",Pres,2020.0,2020-09-29,1.0
Joe Biden,Late on the draw. ,Pres,2020.0,2020-09-29,1.0
Donald Trump,"You didn't want me to ban China, which was heavily infected. You didn't want me to ban Europe which was heavily infected. ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,"All right, gentlemen - - ",Pres,2020.0,2020-09-29,0.0
Donald Trump,"You would have been much later, Joe. Much later. ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,"Mr. President, Mr. President - - ",Pres,2020.0,2020-09-29,0.0
Donald Trump,We're talking about 2 million people. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,You're not going to - - ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,"Mr. President, as a moderator, we are going to talk about COVID in the next segment but go ahead. ",Pres,2020.0,2020-09-29,0.0
Joe Biden,"Let me finish. The point is that the president also is opposed to Roe v. Wade. That's on the ballot as well, in the court, in the court. And so, that's also at stake right now. And so, the election is already begun. ",Pres,2020.0,2020-09-29,1.0
Donald Trump,You don't know what's on the ballot. Why is it on the ballot? ,Pres,2020.0,2020-09-29,1.0
Joe Biden,Because - - because you've said - - ,Pres,2020.0,2020-09-29,1.0
Donald Trump,Why is it on the ballot? It's not on the ballot. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,"It's on the ballot, in the court. ",Pres,2020.0,2020-09-29,1.0
Donald Trump,I don't think so. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,In the court. Well - - ,Pres,2020.0,2020-09-29,1.0
Donald Trump,There's nothing happening there. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,"Donald, would you just (inaudible) - - ",Pres,2020.0,2020-09-29,1.0
Donald Trump,And you don't know her view on Roe v. Wade. You don't know her view. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,I don't know - - ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,"Well, all right, let's - - all right. Let's talk - - I would - - we've got a lot to unpack here, gentlemen. We got a lot of time. So - - ",Pres,2020.0,2020-09-29,0.0
Chris Wallace,"On health care, and then we'll come back to Roe v. Wade. ",Pres,2020.0,2020-09-29,0.0
Joe Biden,All right. ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,"Mr. President, the Supreme Court will hear a case a week after the election in which the Trump administration, along with 18 state attorneys general are seeking to overturn - - ",Pres,2020.0,2020-09-29,0.0
Donald Trump,That's right. ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,"- - Obamacare, to end Obamacare. You had spent the last - - ",Pres,2020.0,2020-09-29,0.0
Donald Trump,Because they want to give good health care - - ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,"If I may ask that question, sir. ",Pres,2020.0,2020-09-29,0.0
Donald Trump,Go ahead. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,Good health care. ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,"Over the last four years, you have promised to repeal and replace Obamacare but you have never in these four years come up with a plan, a comprehensive plan - - ",Pres,2020.0,2020-09-29,0.0
Donald Trump,"Of course, I have. ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,- - to replace Obamacare. ,Pres,2020.0,2020-09-29,0.0
Donald Trump,"Of course, I have. ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,"Well, I'll give you an - - ",Pres,2020.0,2020-09-29,0.0
Donald Trump,I got rid of the individual mandate. ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,"- - when I finish, I'm going to give you an opportunity - - ",Pres,2020.0,2020-09-29,0.0
Donald Trump,Excuse me. I got rid of the individual mandate which was a big chunk of Obama - - ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,That is not a comprehensive plan. ,Pres,2020.0,2020-09-29,0.0
Donald Trump,That is absolutely a big thing. That was the worst part of Obamacare. ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,I didn't ask - - ,Pres,2020.0,2020-09-29,0.0
Donald Trump,"Chris, that was the worst part of Obama - - ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,"Sir, you're debating him, not me. Let me ask my question - - ",Pres,2020.0,2020-09-29,0.0
Donald Trump,"Well, I'll ask Joe. ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,No - - ,Pres,2020.0,2020-09-29,0.0
Donald Trump,The individual mandate was the most unpopular aspect of Obamacare. I got rid of it. And we will protect people with preexisting condition. ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,I'm the moderator of this debate and I would like you to let me ask my question and then you can answer your - - ,Pres,2020.0,2020-09-29,0.0
Donald Trump,Go ahead. ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,"You, in the course of these four years have never come up with a comprehensive plan to replace Obamacare and just this last Thursday, you signed a largely symbolic executive order to protect people with pre- existing conditions five days before this debate. So my question, sir, is what is the Trump health care plan? ",Pres,2020.0,2020-09-29,0.0
Donald Trump,"All right. Well, first of all, I guess I'm debating you, not him. But that's ok. I'm not surprise. Let me just tell you something, that there's nothing symbolic. I'm cutting drug prices. I'm going with favored nations which no president has the courage to do because you're going against big pharma. Drug prices will be coming down 80 or 90%. You could have done it during your 47- year period in government, but you didn't do it. Nobody has done it. So we are cutting health care ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,What about pre- existing conditions? ,Pres,2020.0,2020-09-29,0.0
Donald Trump,All of the things that we've done ,Pres,2020.0,2020-09-29,1.0
Donald Trump,"I'll give you an example, insulin. It's going to - - it was destroying families, destroying people, the cost. I am getting it for so cheap, it's like water, you want to know the truth. So cheap. Take a look at all of the drugs that - - what we're doing. Prescription drug prices, we're going to allow our governors now to go to other countries to buy drugs because they pay just a tiny fraction that we do. ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,"As I say, this is open discussion. Let me ask you about ",Pres,2020.0,2020-09-29,0.0
Donald Trump,This is big stuff. ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,"Sir, you'll be happy, I'm about to pick up on one of your points to ask the vice president, which is, he points out that you would like to add a public option to Obamacare, and the argument that he makes and other Republicans make is that that is going to end private insurance and will ",Pres,2020.0,2020-09-29,0.0
Joe Biden,It is not. Sorry. ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,If I can ask you the question. It will end ,Pres,2020.0,2020-09-29,0.0
Donald Trump,"Not what your party says, by the way. ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,It will end private insurance and create a government takeover of health care. ,Pres,2020.0,2020-09-29,0.0
Joe Biden,"It does not. It's only for those people who are so poor they qualify for Medicaid, they can get that free in most states except governors who want to deny people who are poor Medicaid. Anyone who qualifies for Medicare - - excuse me, Medicaid would automatically be enrolled in the public option. The vast majority of the American people would still not be in that option. Number one. Number two ",Pres,2020.0,2020-09-29,1.0
Donald Trump,"Joe, you agreed with Bernie Sanders's far left on the manifesto, we call it. ",Pres,2020.0,2020-09-29,1.0
Joe Biden,Manifesto? Look ,Pres,2020.0,2020-09-29,1.0
Donald Trump,And that gives you socialized medicine. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,"Look, hey, I'm not going to listen to him. The fact of the matter is I beat Bernie Sanders ",Pres,2020.0,2020-09-29,1.0
Donald Trump,Not by much. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,"I beat him by a whole hell of a lot. I'm here standing facing you, old buddy. ",Pres,2020.0,2020-09-29,1.0
Donald Trump,"If "" Pocahontas"" would've left two days early, you would've lost every primary. ",Pres,2020.0,2020-09-29,1.0
Joe Biden,All he knows how to do is hurt ,Pres,2020.0,2020-09-29,1.0
Donald Trump,"On Super Tuesday, you got very lucky. ",Pres,2020.0,2020-09-29,1.0
Joe Biden,"Look, here's the deal. I got very lucky, I'm going to get very lucky tonight as well. And tonight I'm going to make sure because here's the deal. ",Pres,2020.0,2020-09-29,1.0
Donald Trump,With what? ,Pres,2020.0,2020-09-29,1.0
Joe Biden,Here's the deal. The fact is that everything he is saying so far is simply a lie. I'm not here to call out his lies. Everybody knows he's a liar. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,I just want to make sure ,Pres,2020.0,2020-09-29,1.0
Donald Trump,"  last in your class, not first in your class. ",Pres,2020.0,2020-09-29,1.0
Joe Biden,God. I want to make sure ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,"Mr. President, can you let him finish, sir? ",Pres,2020.0,2020-09-29,0.0
Joe Biden,"No, he doesn't know how to do that. He has ",Pres,2020.0,2020-09-29,1.0
Donald Trump,"You'd be surprised. You'd be surprised. Go ahead, Joe ",Pres,2020.0,2020-09-29,1.0
Joe Biden,"The wrong guy, the wrong night, at the wrong time. ",Pres,2020.0,2020-09-29,1.0
Donald Trump,"Listen, you agreed with Bernie Sanders ",Pres,2020.0,2020-09-29,1.0
Joe Biden,Here's the deal ,Pres,2020.0,2020-09-29,1.0
Joe Biden,"There is no manifesto, number one. ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,"Please let him speak, Mr. President. ",Pres,2020.0,2020-09-29,0.0
Joe Biden,Number two ,Pres,2020.0,2020-09-29,1.0
Donald Trump,You just lost the left. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,Number two ,Pres,2020.0,2020-09-29,1.0
Donald Trump,You just lost the left. You agreed with Bernie Sanders on a plan that's absolutely ,Pres,2020.0,2020-09-29,1.0
Donald Trump,  socialized medicine. ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,Mr. President ,Pres,2020.0,2020-09-29,0.0
Joe Biden,"I'll tell you what, he is not for any help for people needing health care. Because his ",Pres,2020.0,2020-09-29,1.0
Donald Trump,"Who, Bernie? ",Pres,2020.0,2020-09-29,1.0
Joe Biden,"Because he, in fact, already has cost 10 million people their health care that they had from their employers because of his recession, number one. Number two, there are 20 million people getting health care through Obamacare now that he wants to take it away. He won't ever look you in the eye and say that's what he wants to do, take it away. Number three ",Pres,2020.0,2020-09-29,1.0
Donald Trump,"No, I want to give them better health care at a much lower price because Obamacare is no good. ",Pres,2020.0,2020-09-29,1.0
Joe Biden,He doesn't know how. He doesn't know how to do that. ,Pres,2020.0,2020-09-29,1.0
Donald Trump,I've already fixed it. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,He has never offered a plan. ,Pres,2020.0,2020-09-29,1.0
Donald Trump,I've already fixed it to an extent. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,He has never done a single thing. ,Pres,2020.0,2020-09-29,1.0
Donald Trump,"  as you might know, but probably don't, Obamacare ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,"Gentlemen, you realize that you are both speaking at the same time. Let the president - - go ahead, sir. ",Pres,2020.0,2020-09-29,0.0
Donald Trump,"Obamacare is no good, we made it better. And I had a choice to make very early on. We took away the individual mandate. We guarantee pre- existing conditions ",Pres,2020.0,2020-09-29,1.0
Joe Biden,Not true. ,Pres,2020.0,2020-09-29,1.0
Donald Trump,"  but took away the individual mandate. Listen, this is the way it is. And that destroyed - - they shouldn't even call it Obamacare. I had a choice to make, do I let my people run it really well or badly? If I run a badly they will probably blame him but they will blame me. But more importantly, I want to help people, ok? I said, you've going to run it so well. ",Pres,2020.0,2020-09-29,1.0
Joe Biden,That's what he's known for. ,Pres,2020.0,2020-09-29,1.0
Donald Trump,"And I just had a meeting with them. They said, the problem is no matter how well you run Obamacare, it's a disaster. It's too expensive, premiums are too high ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,I've got to ,Pres,2020.0,2020-09-29,0.0
Donald Trump,  that it doesn't work. So we do want to get rid of it. ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,I ,Pres,2020.0,2020-09-29,0.0
Donald Trump,"Chris, we want to get rid of it and do something that's cheaper and better. ",Pres,2020.0,2020-09-29,1.0
Chris Wallace,"I have to give you roughly equal time. Please let the vice president talk, sir. ",Pres,2020.0,2020-09-29,0.0
Donald Trump,Good. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,He has no plan for health care. ,Pres,2020.0,2020-09-29,1.0
Donald Trump,Of course we do. ,Pres,2020.0,2020-09-29,1.0
Joe Biden,He sends ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,Please. ,Pres,2020.0,2020-09-29,0.0
Joe Biden,He sends out wishful thinking. He has executive orders that have no power. He hasn't lowered drug costs for anybody. He has been promising a health care plan since he got elected. He has none. Like almost everything else he talks about. He does not have a plan. He doesn't have a plan. And the fact is this man doesn't know what he's talking about. He's ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,"All right. I have one final question for you, Mr. Vice President. If Senate Republicans - - we were talking originally about the Supreme Court here. If Senate Republicans go ahead and confirm Justice Barrett, there has been talk about ending the filibuster or even packing the court, adding to the nine justices there. You called this a distraction by the president, but in fact it wasn't brought up by the president; it was brought up by some of your Democratic colleagues in the Congress. ",Pres,2020.0,2020-09-29,0.0
Joe Biden,I'm saying ,Pres,2020.0,2020-09-29,1.0
Chris Wallace,"So my question to you, is you have refused in the past to talk about it. Are you willing to tell the American people tonight whether or not you will support either ending the filibuster, or packing the court ",Pres,2020.0,2020-09-29,0.0
